Title,Created Date, Modified Date,Severity Level,Status
[Renamed AutoHotkey.EXE Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_autohotkey.yml),2023-02-07,2023-02-07,medium,test
[Renamed AutoIt Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_autoit.yml),2023-06-04,2024-11-23,high,test
[Potential Defense Evasion Via Binary Rename](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_binary.yml),2019-06-15,2023-01-18,medium,test
[Potential Defense Evasion Via Rename Of Highly Relevant Binaries](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_binary_highly_relevant.yml),2019-06-15,2024-12-03,high,test
[Renamed BOINC Client Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_boinc.yml),2024-07-23,2024-07-23,medium,experimental
[Renamed BrowserCore.EXE Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_browsercore.yml),2022-06-02,2023-02-03,high,test
[Renamed Cloudflared.EXE Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_cloudflared.yml),2023-12-20,2023-12-20,high,test
[Renamed CreateDump Utility Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_createdump.yml),2022-09-20,2023-02-14,high,test
[Renamed CURL.EXE Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_curl.yml),2023-09-11,2023-10-12,medium,test
[Renamed ZOHO Dctask64 Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_dctask64.yml),2020-01-28,2025-01-22,high,test
[Renamed FTP.EXE Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_ftp.yml),2020-10-09,2023-02-03,medium,test
[Renamed Gpg.EXE Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_gpg4win.yml),2023-08-09,2023-08-09,high,test
[Renamed Jusched.EXE Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_jusched.yml),2019-06-04,2023-02-03,high,test
[Renamed Mavinject.EXE Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_mavinject.yml),2022-12-05,2023-02-03,high,test
[Renamed MegaSync Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_megasync.yml),2021-06-22,2023-02-03,high,test
[Renamed Msdt.EXE Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_msdt.yml),2022-06-03,2023-02-03,high,test
[Renamed Microsoft Teams Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_msteams.yml),2024-07-12,2024-07-12,medium,experimental
[Renamed NetSupport RAT Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_netsupport_rat.yml),2022-09-19,2024-11-23,high,test
[Renamed NirCmd.EXE Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_nircmd.yml),2024-03-11,2024-03-11,high,test
[Renamed Office Binary Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_office_processes.yml),2022-12-20,2023-11-13,high,test
[Renamed PAExec Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_paexec.yml),2021-05-22,2024-11-23,high,test
[Renamed PingCastle Binary Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_pingcastle.yml),2024-01-11,2024-01-11,high,test
[Renamed Plink Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_plink.yml),2022-06-06,2023-02-03,high,test
[Visual Studio NodejsTools PressAnyKey Renamed Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_pressanykey.yml),2023-04-11,2023-04-11,medium,test
[Potential Renamed Rundll32 Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_rundll32_dllregisterserver.yml),2022-08-22,2023-02-03,high,test
[Renamed Remote Utilities RAT (RURAT) Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_rurat.yml),2022-09-19,2023-02-03,medium,test
[Renamed SysInternals DebugView Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_sysinternals_debugview.yml),2020-05-28,2023-02-14,high,test
[Renamed ProcDump Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_sysinternals_procdump.yml),2019-11-18,2024-06-25,high,test
[Renamed PsExec Service Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_sysinternals_psexec_service.yml),2022-07-21,2022-07-21,high,test
[Renamed Sysinternals Sdelete Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_sysinternals_sdelete.yml),2022-09-06,2023-02-03,high,test
[Renamed Vmnat.exe Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_vmnat.yml),2022-09-09,2023-02-03,high,test
[Renamed Whoami Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_whoami.yml),2021-08-12,2022-10-09,critical,test
[Capture Credentials with Rpcping.exe](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rpcping_credential_capture.yml),2020-10-09,2024-03-13,medium,test
[Ruby Inline Command Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_ruby_inline_command_execution.yml),2023-01-02,2023-01-02,medium,test
[Potential Rundll32 Execution With DLL Stored In ADS](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_ads_stored_dll_execution.yml),2023-01-21,2023-02-08,high,test
[Suspicious Advpack Call Via Rundll32.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_advpack_obfuscated_ordinal_call.yml),2023-05-17,2023-05-17,high,test
[Suspicious Rundll32 Invoking Inline VBScript](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_inline_vbs.yml),2021-03-05,2022-10-09,high,test
[Rundll32 InstallScreenSaver Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_installscreensaver.yml),2022-04-28,2023-02-09,medium,test
[Suspicious Key Manager Access](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_keymgr.yml),2022-04-21,2023-02-09,high,test
[Mshtml.DLL RunHTMLApplication Suspicious Usage](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_mshtml_runhtmlapplication.yml),2022-08-14,2024-02-23,high,test
[Rundll32 Execution Without CommandLine Parameters](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_no_params.yml),2021-05-27,2023-08-31,high,test
[Suspicious NTLM Authentication on the Printer Spooler Service](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_ntlmrelay.yml),2022-05-04,2023-02-09,high,test
[Potential Obfuscated Ordinal Call Via Rundll32](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_obfuscated_ordinal_call.yml),2023-05-17,2025-02-23,medium,test
[Rundll32 Spawned Via Explorer.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_parent_explorer.yml),2022-05-21,2023-08-31,medium,test
[Process Memory Dump Via Comsvcs.DLL](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_process_dump_via_comsvcs.yml),2020-02-18,2025-02-23,high,test
[Rundll32 Registered COM Objects](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_registered_com_objects.yml),2022-02-13,2023-02-09,high,test
[Suspicious Process Start Locations](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_run_locations.yml),2019-01-16,2022-01-07,medium,test
[Suspicious Rundll32 Setupapi.dll Activity](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_setupapi_installhinfsection.yml),2020-10-07,2021-11-27,medium,test
[Shell32 DLL Execution in Suspicious Directory](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_shell32_susp_execution.yml),2021-11-24,2023-02-09,high,test
[Potential ShellDispatch.DLL Functionality Abuse](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_shelldispatch_potential_abuse.yml),2023-06-20,2023-06-20,medium,test
[RunDLL32 Spawning Explorer](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_spawn_explorer.yml),2022-04-27,2022-05-25,high,test
[Potentially Suspicious Rundll32 Activity](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_susp_activity.yml),2019-01-16,2023-05-17,medium,test
[Suspicious Control Panel DLL Load](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_susp_control_dll_load.yml),2017-04-15,2023-02-09,high,test
[Suspicious Rundll32 Execution With Image Extension](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_susp_execution_with_image_extension.yml),2023-03-13,2023-03-13,high,test
[Suspicious Usage Of ShellExec_RunDLL](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_susp_shellexec_execution.yml),2022-09-01,2022-12-30,high,test
[Suspicious ShellExec_RunDLL Call Via Ordinal](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_susp_shellexec_ordinal_execution.yml),2024-12-01,2024-12-01,high,experimental
[ShimCache Flush](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_susp_shimcache_flush.yml),2021-02-01,2021-02-01,high,stable
[Suspicious Rundll32 Activity Invoking Sys File](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_sys.yml),2021-03-05,2022-10-09,high,test
[Potentially Suspicious Rundll32.EXE Execution of UDL File](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_udl_exec.yml),2024-08-16,2024-08-16,medium,experimental
[Rundll32 Execution With Uncommon DLL Extension](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_uncommon_dll_extension.yml),2022-01-13,2024-04-04,medium,test
[Rundll32 UNC Path Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_unc_path.yml),2022-08-10,2022-08-10,high,test
[Suspicious Workstation Locking via Rundll32](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_user32_dll.yml),2022-06-04,2023-02-09,medium,test
[WebDav Client Execution Via Rundll32.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_webdav_client_execution.yml),2020-05-02,2023-09-18,medium,test
[Suspicious WebDav Client Execution Via Rundll32.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_webdav_client_susp_execution.yml),2023-03-16,2023-09-18,high,test
[Rundll32 Execution Without Parameters](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rundll32_without_parameters.yml),2021-01-31,2023-02-28,high,test
[Run Once Task Execution as Configured in Registry](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_runonce_execution.yml),2020-10-18,2022-12-13,low,test
[Suspicious Schtasks Execution AppData Folder](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_schtasks_appdata_local_system.yml),2022-03-15,2022-07-28,high,test
[Suspicious Modification Of Scheduled Tasks](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_schtasks_change.yml),2022-07-28,2022-11-18,high,test
[Scheduled Task Creation Via Schtasks.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_schtasks_creation.yml),2019-01-16,2024-01-18,low,test
[Suspicious Scheduled Task Creation Involving Temp Folder](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_schtasks_creation_temp_folder.yml),2021-03-11,2022-10-09,high,test
[Delete Important Scheduled Task](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_schtasks_delete.yml),2022-09-09,2022-09-09,high,test
[Delete All Scheduled Tasks](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_schtasks_delete_all.yml),2022-09-09,2022-09-09,high,test
[Disable Important Scheduled Task](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_schtasks_disable.yml),2021-12-26,2024-08-25,high,test
[Schedule Task Creation From Env Variable Or Potentially Suspicious Path Via Schtasks.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_schtasks_env_folder.yml),2022-02-21,2024-10-28,medium,test
[Schtasks From Suspicious Folders](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_schtasks_folder_combos.yml),2022-04-15,2022-11-18,high,test
[Suspicious Scheduled Task Name As GUID](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_schtasks_guid_task_name.yml),2022-10-31,2022-10-31,medium,test
[Uncommon One Time Only Scheduled Task At 00:00](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_schtasks_one_time_only_midnight_task.yml),2022-07-15,2023-02-03,high,test
[Potential Persistence Via Microsoft Compatibility Appraiser](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_schtasks_persistence_windows_telemetry.yml),2020-09-29,2023-02-10,medium,test
[Potential Persistence Via Powershell Search Order Hijacking - Task](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_schtasks_powershell_persistence.yml),2022-04-08,2023-02-03,high,test
[Scheduled Task Executing Payload from Registry](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_schtasks_reg_loader.yml),2023-07-18,2023-07-18,medium,test
